OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU_1288,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_1289,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sp 
OTU_129,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella zonata
OTU_1290,Fungi,NA,NA,NA,NA,NA,NA
OTU_1291,Fungi,NA,NA,NA,NA,NA,NA
OTU_1292,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1293,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1294,Fungi,NA,NA,NA,NA,NA,NA
OTU_1295,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella angusta
OTU_1296,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella striatispora
OTU_1297,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella exigua
OTU_1298,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_1299,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_13,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus
OTU_130,Fungi,NA,NA,NA,NA,NA,NA
OTU_1300,Fungi,NA,NA,NA,NA,NA,NA
OTU_1301,Fungi,NA,NA,NA,NA,NA,NA
OTU_1302,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma sp 
OTU_1303,Fungi,NA,NA,NA,NA,NA,NA
OTU_1304,Fungi,NA,NA,NA,NA,NA,NA
OTU_1305,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma brunneifolium
OTU_1306,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1307,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1308,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1309,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces lactosolyticus
OTU_131,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella antarctica
OTU_1310,Fungi,NA,NA,NA,NA,NA,NA
OTU_1311,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1312,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1313,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1314,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU_1315,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA
OTU_1316,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1317,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_1318,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus obscurus
OTU_1319,Fungi,NA,NA,NA,NA,NA,NA
OTU_132,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1320,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1321,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
OTU_1322,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1323,Fungi,NA,NA,NA,NA,NA,NA
OTU_1324,Fungi,NA,NA,NA,NA,NA,NA
OTU_1325,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum
OTU_1326,Fungi,NA,NA,NA,NA,NA,NA
OTU_1327,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1328,Fungi,NA,NA,NA,NA,NA,NA
OTU_1329,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_133,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus durus
OTU_1330,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU_1331,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1332,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU_1333,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1334,Fungi,NA,NA,NA,NA,NA,NA
OTU_1335,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_1336,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces chartarum
OTU_1337,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU_1338,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1339,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU_134,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1340,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1341,Fungi,NA,NA,NA,NA,NA,NA
OTU_1342,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU_1343,Fungi,NA,NA,NA,NA,NA,NA
OTU_1344,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria minitans
OTU_1345,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU_1346,Fungi,NA,NA,NA,NA,NA,NA
OTU_1347,Fungi,NA,NA,NA,NA,NA,NA
OTU_1348,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU_1349,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_135,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria sp 
OTU_1350,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU_1351,Fungi,NA,NA,NA,NA,NA,NA
OTU_1352,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1353,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU_1354,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1355,Fungi,NA,NA,NA,NA,NA,NA
OTU_1356,Fungi,NA,NA,NA,NA,NA,NA
OTU_1357,Fungi,Basidiomycota,Microbotryomycetes,Incertae_sedis,Chrysozymaceae,Pseudohyphozyma,NA
OTU_1358,Fungi,NA,NA,NA,NA,NA,NA
OTU_1359,Fungi,NA,NA,NA,NA,NA,NA
OTU_136,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium pseudensiforme
OTU_1360,Fungi,NA,NA,NA,NA,NA,NA
OTU_1361,Fungi,NA,NA,NA,NA,NA,NA
OTU_1362,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1363,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1364,Fungi,NA,NA,NA,NA,NA,NA
OTU_1365,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pratensis
OTU_1366,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria infectoria
OTU_1367,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1368,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1369,Fungi,NA,NA,NA,NA,NA,NA
OTU_1370,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU_1371,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1372,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU_1373,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1374,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1375,Fungi,NA,NA,NA,NA,NA,NA
OTU_1376,Fungi,NA,NA,NA,NA,NA,NA
OTU_1377,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Mastigobasidium,Mastigobasidium sp 
OTU_1378,Fungi,NA,NA,NA,NA,NA,NA
OTU_1379,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_138,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Fibulochlamys,Fibulochlamys chilensis
OTU_1380,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1381,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Leptodontidium,Leptodontidium sp 
OTU_1382,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1383,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium macerans
OTU_1384,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1385,Fungi,NA,NA,NA,NA,NA,NA
OTU_1386,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium floriforme
OTU_1387,Fungi,NA,NA,NA,NA,NA,NA
OTU_1388,Fungi,Calcarisporiellomycota,Calcarisporiellomycetes,Calcarisporiellales,Calcarisporiellaceae,Calcarisporiella,Calcarisporiella sp 
OTU_1389,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_139,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium sp 
OTU_1390,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU_1391,Fungi,NA,NA,NA,NA,NA,NA
OTU_1392,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella polygonia
OTU_1393,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU_1394,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_1395,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU_1396,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,NA,NA
OTU_1397,Fungi,NA,NA,NA,NA,NA,NA
OTU_1398,Fungi,NA,NA,NA,NA,NA,NA
OTU_1399,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma fimbriatum
OTU_1400,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1401,Fungi,Rozellomycota,Incertae_sedis,Gs11,NA,NA,NA
OTU_1402,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1403,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU_1404,Fungi,NA,NA,NA,NA,NA,NA
OTU_1405,Fungi,NA,NA,NA,NA,NA,NA
OTU_1406,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU_1407,Fungi,Entomophthoromycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU_1408,Fungi,NA,NA,NA,NA,NA,NA
OTU_1409,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_141,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp 
OTU_1410,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1411,Fungi,NA,NA,NA,NA,NA,NA
OTU_1412,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_1413,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1414,Fungi,NA,NA,NA,NA,NA,NA
OTU_1415,Fungi,NA,NA,NA,NA,NA,NA
OTU_1416,Fungi,NA,NA,NA,NA,NA,NA
OTU_1417,Fungi,NA,NA,NA,NA,NA,NA
OTU_1418,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella esculenta
OTU_1419,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_142,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola
OTU_1420,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_1421,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1422,Fungi,NA,NA,NA,NA,NA,NA
OTU_1423,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1424,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1425,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1426,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_1427,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,NA
OTU_1428,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,NA
OTU_1429,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU_143,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Incertae_sedis,Chrysosporium,Chrysosporium europae
OTU_1430,Fungi,NA,NA,NA,NA,NA,NA
OTU_1431,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1432,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_1433,Fungi,NA,NA,NA,NA,NA,NA
OTU_1434,Fungi,NA,NA,NA,NA,NA,NA
OTU_1435,Fungi,NA,NA,NA,NA,NA,NA
OTU_1436,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1437,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1438,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1439,Fungi,NA,NA,NA,NA,NA,NA
OTU_144,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1440,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_1441,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1442,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1443,Fungi,NA,NA,NA,NA,NA,NA
OTU_1444,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus durus
OTU_1445,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU_1446,Fungi,Mortierellomycota,Mortierellomycetes,NA,NA,NA,NA
OTU_1447,Fungi,NA,NA,NA,NA,NA,NA
OTU_1448,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU_1449,Fungi,NA,NA,NA,NA,NA,NA
OTU_145,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1450,Fungi,NA,NA,NA,NA,NA,NA
OTU_1451,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum coccodes
OTU_1452,Fungi,NA,NA,NA,NA,NA,NA
OTU_1453,Fungi,NA,NA,NA,NA,NA,NA
OTU_1454,Fungi,NA,NA,NA,NA,NA,NA
OTU_1455,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU_1456,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_1457,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1458,Fungi,NA,NA,NA,NA,NA,NA
OTU_1459,Fungi,NA,NA,NA,NA,NA,NA
OTU_146,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia nigrohirtula
OTU_1460,Fungi,NA,NA,NA,NA,NA,NA
OTU_1461,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_1462,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1463,Fungi,NA,NA,NA,NA,NA,NA
OTU_1464,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,Lectera colletotrichoides
OTU_1465,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1466,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1467,Fungi,NA,NA,NA,NA,NA,NA
OTU_1468,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1469,Fungi,NA,NA,NA,NA,NA,NA
OTU_147,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia terricola
OTU_1470,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1471,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha minutissima
OTU_1472,Fungi,NA,NA,NA,NA,NA,NA
OTU_1473,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum
OTU_1474,Fungi,NA,NA,NA,NA,NA,NA
OTU_1475,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1476,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1477,Fungi,NA,NA,NA,NA,NA,NA
OTU_1478,Fungi,NA,NA,NA,NA,NA,NA
OTU_1479,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Heterocephalacria,NA
OTU_148,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus,Marasmiellus tricolor
OTU_1480,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1481,Fungi,NA,NA,NA,NA,NA,NA
OTU_1482,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU_1483,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1484,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_1485,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala bonariae
OTU_1486,Fungi,Mucoromycota,Endogonomycetes,Gs20,NA,NA,NA
OTU_1487,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU_1488,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU_1489,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp 
OTU_149,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helicodendron,Helicodendron triglitziense
OTU_1490,Fungi,NA,NA,NA,NA,NA,NA
OTU_1491,Fungi,NA,NA,NA,NA,NA,NA
OTU_1492,Fungi,NA,NA,NA,NA,NA,NA
OTU_1493,Fungi,NA,NA,NA,NA,NA,NA
OTU_1494,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU_1495,Fungi,NA,NA,NA,NA,NA,NA
OTU_1496,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
OTU_1497,Fungi,NA,NA,NA,NA,NA,NA
OTU_1498,Fungi,NA,NA,NA,NA,NA,NA
OTU_1499,Fungi,NA,NA,NA,NA,NA,NA
OTU_15,Fungi,NA,NA,NA,NA,NA,NA
OTU_150,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1500,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1501,Fungi,Rozellomycota,Incertae_sedis,Gs07,NA,NA,NA
OTU_1502,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,NA,NA
OTU_1503,Fungi,NA,NA,NA,NA,NA,NA
OTU_1504,Fungi,NA,NA,NA,NA,NA,NA
OTU_1505,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1506,Fungi,NA,NA,NA,NA,NA,NA
OTU_1507,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma lucidum
OTU_1508,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1509,Fungi,NA,NA,NA,NA,NA,NA
OTU_1510,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_1511,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1512,Fungi,NA,NA,NA,NA,NA,NA
OTU_1513,Fungi,NA,NA,NA,NA,NA,NA
OTU_1514,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1515,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus sp 
OTU_1516,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1517,Fungi,NA,NA,NA,NA,NA,NA
OTU_1518,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1519,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU_1520,Fungi,NA,NA,NA,NA,NA,NA
OTU_1521,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1522,Fungi,NA,NA,NA,NA,NA,NA
OTU_1523,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_1524,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA
OTU_1525,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_1526,Fungi,NA,NA,NA,NA,NA,NA
OTU_1527,Fungi,NA,NA,NA,NA,NA,NA
OTU_1528,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1529,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU_1530,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1531,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1532,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1533,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1534,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_1535,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_1536,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU_1537,Fungi,Kickxellomycota,NA,NA,NA,NA,NA
OTU_1538,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1539,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA
OTU_154,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1540,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU_1541,Fungi,NA,NA,NA,NA,NA,NA
OTU_1542,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae
OTU_1543,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala bonariae
OTU_1544,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU_1545,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_1546,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium gallecicum
OTU_1547,Fungi,NA,NA,NA,NA,NA,NA
OTU_1548,Fungi,NA,NA,NA,NA,NA,NA
OTU_1549,Fungi,NA,NA,NA,NA,NA,NA
OTU_155,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,Pseudaleuria sp 
OTU_1550,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_1551,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,NA
OTU_1552,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium longisporum
OTU_1553,Fungi,NA,NA,NA,NA,NA,NA
OTU_1554,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1555,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_1556,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU_1557,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1558,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1559,Fungi,NA,NA,NA,NA,NA,NA
OTU_1560,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1561,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_1562,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU_1563,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber taiwanensis
OTU_1564,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_1565,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora sessilis
OTU_1566,Fungi,NA,NA,NA,NA,NA,NA
OTU_1567,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_1568,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_1569,Fungi,NA,NA,NA,NA,NA,NA
OTU_157,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium sp 
OTU_1570,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces sp 
OTU_1571,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1572,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU_1573,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU_1574,Fungi,NA,NA,NA,NA,NA,NA
OTU_1575,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1576,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,Cistella albidolutea
OTU_1577,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU_1578,Fungi,NA,NA,NA,NA,NA,NA
OTU_1579,Fungi,NA,NA,NA,NA,NA,NA
OTU_158,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces sp 
OTU_1580,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1581,Fungi,NA,NA,NA,NA,NA,NA
OTU_1582,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU_1583,Fungi,Ascomycota,NA,NA,NA,NA,NA
